objID,RA_ICRS,DE_ICRS,mode,class,clean,e_RA_ICRS,e_DE_ICRS,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,zsp,e_zsp,f_zsp,pmRA,pmDE,zph,e_zph,<zph>,Q,SDSS16,Sp-ID,MJD,spCl,subCl
1237680075005296828,20.297241,26.725383,1,6,1,0.002,0.002,19.129,17.774,17.217,17.023,16.918,0.026,0.006,0.006,0.006,0.012,-1.1E-4,1.0E-5,0,-0.52,-4.39,,,,3,"SDSS J012111.33+264331.3","2040-53384-0605 ",55100.4458,"STAR  ","F9          "
1237680075005296953,20.282662,26.754869,1,6,1,0.004,0.003,21.176,19.34,18.655,18.373,18.196,0.093,0.011,0.009,0.01,0.025,-2.1E-4,1.0E-5,0,0.77,4.7,,,,3,"SDSS J012107.83+264517.5","2060-53706-0612 ",55100.4458,"STAR  ","K1          "
1237680075005297731,20.357242,26.820828,1,3,1,0.071,0.083,25.07,24.066,21.721,20.337,19.276,1.363,0.541,0.129,0.057,0.097,-1.5E-4,7.0E-5,0,,,0.7505,0.0462,0.6349,3,"SDSS J012125.73+264914.9","7682-57415-0788 ",55100.4458,"STAR  ","M5III       "
1237666213538693185,20.556022,27.050228,1,6,0,0.057,0.06,25.277,23.361,21.987,20.755,18.656,1.023,0.201,0.09,0.048,0.034,-8.0E-5,3.0E-5,0,,,,,,3,"SDSS J012213.44+270300.8","7682-57415-0829 ",53263.3901,"STAR  ","M5III       "
1237666214075433203,20.214523,26.778978,1,6,1,0.003,0.003,19.837,18.294,17.619,17.377,17.259,0.031,0.007,0.006,0.006,0.012,-4.4E-4,1.0E-5,0,-1.47,-1.23,,,,3,"SDSS J012051.48+264644.3","2040-53384-0607 ",53263.3892,"STAR  ","K1          "
1237666088983330880,20.312054,26.982965,1,6,1,0.003,0.003,19.014,18.054,17.702,17.561,17.526,0.019,0.006,0.006,0.006,0.014,-0.00101,1.0E-5,0,0.58,-8.78,,,,3,"SDSS J012114.89+265858.6","7683-58133-0444 ",53243.4168,"STAR  ","F3/F5V      "
1237666214075498669,20.055509,26.935869,1,6,1,0.006,0.006,21.235,19.553,18.923,18.659,18.492,0.084,0.012,0.01,0.011,0.026,-3.5E-4,1.0E-5,0,1.58,-7.43,,,,3,"SDSS J012013.32+265609.1","2060-53706-0618 ",53263.3897,"STAR  ","K1          "
1237666214075564531,20.21051,27.038421,1,6,1,0.015,0.015,22.007,20.777,20.125,19.816,19.776,0.16,0.027,0.022,0.024,0.073,-4.5E-4,5.0E-5,0,-0.52,-7.79,,,,3,"SDSS J012050.52+270218.3","7682-57415-0751 ",53263.3901,"STAR  ","G8V         "
1237680075542298686,20.613113,27.12107,1,6,1,0.001,0.001,18.177,17.146,16.802,16.663,16.612,0.014,0.005,0.005,0.006,0.009,-6.0E-5,1.0E-5,0,10.4,-8.0,,,,3,"SDSS J012227.14+270715.8","7682-57415-0865 ",55100.4466,"STAR  ","F2III       "
1237678791352320054,21.065787,27.258759,1,3,1,0.074,0.064,24.279,22.271,20.404,19.517,19.531,1.489,0.158,0.048,0.034,0.117,1.3E-4,6.0E-5,0,0.0,0.0,0.449,0.0554,0.4559,3,"SDSS J012415.78+271531.5","6261-56219-0775 ",54764.3837,"STAR  ","M1          "
1237678791352189517,20.834406,27.330115,1,6,1,0.046,0.048,22.72,21.061,20.89,20.708,20.577,0.424,0.047,0.057,0.073,0.212,-0.00118,9.0E-5,0,0.0,0.0,,,,3,"SDSS J012320.25+271948.4","6261-56219-0724 ",54764.3828,"STAR  ","F0IV        "
1237678791352255013,20.989811,27.361853,1,3,1,0.153,0.11,22.844,22.482,21.214,19.831,19.163,0.625,0.197,0.103,0.046,0.091,-1.5E-4,5.0E-5,0,0.0,0.0,0.7079,0.0645,0.6765,3,"SDSS J012357.55+272142.6","6261-56219-0777 ",54764.3833,"STAR  ","M5III       "
1237678791352254509,20.913531,27.366613,1,6,1,0.004,0.003,18.74,17.761,17.283,17.098,16.999,0.021,0.005,0.005,0.006,0.012,-4.2E-4,1.0E-5,0,11.7,-7.88,,,,3,"SDSS J012339.24+272159.8","7683-58133-0376 ",54764.3833,"STAR  ","F3/F5V      "
1237680075542298924,20.683268,27.244767,1,6,1,0.002,0.002,21.326,18.516,17.339,16.922,16.662,0.096,0.008,0.005,0.006,0.009,-7.0E-5,1.0E-5,0,10.25,-3.92,,,,3,"SDSS J012243.98+271441.1","6261-56219-0738 ",55100.4466,"STAR  ","K5Ve        "
1237678791352189541,20.865558,27.419338,1,6,1,0.046,0.047,23.038,21.148,20.754,20.615,20.499,0.56,0.05,0.052,0.068,0.206,-1.8E-4,9.0E-5,0,0.0,0.0,,,,3,"SDSS J012327.73+272509.6","7683-58133-0384 ",54764.3828,"STAR  ","F3/F5V      "
1237666213538889915,20.638751,27.453394,1,6,1,0.008,0.007,20.578,19.606,19.262,19.11,18.924,0.048,0.013,0.012,0.014,0.037,-1.3E-4,3.0E-5,0,10.49,-3.27,,,,3,"SDSS J012233.30+272712.2","6261-56219-0687 ",53263.3913,"STAR  ","F3/F5V      "
1237666214075564855,20.188662,27.110544,1,6,1,0.026,0.028,22.693,21.371,21.154,20.925,20.735,0.257,0.038,0.044,0.053,0.144,-4.4E-4,2.0E-4,4,-4.58,-0.25,,,,3,"SDSS J012045.27+270637.9","6258-56238-1000 ",53263.3901,"STAR  ","A9V         "
1237666089520202544,19.966244,27.059657,1,6,1,0.051,0.046,22.726,21.942,21.836,21.938,21.651,0.285,0.069,0.077,0.127,0.308,2.1E-4,2.8E-4,0,0.0,0.0,,,,3,"SDSS J011951.89+270334.7","6258-56238-0998 ",53243.4168,"STAR  ","CV          "
1237680075542036793,19.941561,27.166789,1,6,1,0.014,0.014,21.996,20.981,20.448,20.153,19.766,0.154,0.03,0.027,0.031,0.07,-6.2E-4,7.0E-5,0,1.13,3.94,,,,3,"SDSS J011945.97+271000.4","6258-56238-0992 ",55100.445,"STAR  ","G4V         "
1237680075542036883,19.93619,27.176941,1,3,1,0.07,0.072,24.033,21.896,20.604,19.835,19.654,1.58,0.13,0.066,0.054,0.161,2.9E-4,4.0E-5,0,0.0,0.0,0.4361,0.1101,0.445,3,"SDSS J011944.68+271036.9","6261-56219-0561 ",55100.445,"STAR  ","B9III       "
1237666214075564170,20.042752,27.115858,1,6,1,0.123,0.076,24.701,22.001,22.26,20.981,21.513,0.823,0.07,0.125,0.062,0.309,-6.0E-5,2.5E-4,0,,,,,,3,"SDSS J012010.26+270657.0","6261-56219-0398 ",53263.3901,"STAR  ","B9III       "
1237680075542037053,20.020642,27.137765,1,6,1,0.011,0.01,23.553,21.626,20.169,19.397,18.923,0.496,0.047,0.023,0.018,0.036,-2.1E-4,3.0E-5,0,-7.44,1.25,,,,3,"SDSS J012004.95+270815.9","7682-57415-0702 ",55100.445,"STAR  ","M1          "
1237680075542036950,19.992175,27.21911,1,3,1,0.076,0.072,22.316,21.525,20.637,19.929,19.649,0.412,0.088,0.063,0.056,0.146,1.1E-4,5.0E-5,0,0.0,0.0,0.5944,0.0501,0.5763,3,"SDSS J011958.12+271308.7","6261-56219-0617 ",55100.445,"STAR  ","B9Vn        "
1237666214075564592,20.243902,27.147532,1,6,1,0.04,0.05,22.466,21.651,21.672,21.77,21.604,0.221,0.048,0.069,0.112,0.296,4.5E-4,3.9E-4,0,0.0,0.0,,,,3,"SDSS J012058.53+270851.1","6261-56219-0394 ",53263.3901,"STAR  ","WDcooler    "
1237666214075696399,20.212106,27.34582,1,6,0,0.067,0.064,23.917,25.673,23.99,21.657,19.815,0.588,0.426,0.442,0.105,0.071,5.0E-5,4.0E-5,0,,,,,,3,"SDSS J012050.90+272044.9","7680-58131-0007 ",53263.3909,"STAR  ","Ldwarf      "
1237666214075695793,20.244208,27.391591,1,3,1,0.07,0.055,24.615,23.189,21.496,20.385,19.419,0.838,0.201,0.071,0.042,0.06,1.0E-5,1.3E-4,0,,,0.6444,0.0513,0.607,3,"SDSS J012058.60+272329.7","7683-58133-0481 ",53263.3909,"STAR  ","M6III       "
1237680075541971312,19.862366,27.144901,1,3,1,0.083,0.069,22.185,21.678,20.124,19.264,18.623,0.572,0.151,0.064,0.048,0.092,4.0E-5,5.0E-5,0,0.0,0.0,0.5118,0.0447,0.5095,3,"SDSS J011926.96+270841.6","6261-56219-0439 ",55100.4445,"STAR  ","A4V         "
1237680075541971150,19.816153,27.169501,1,6,1,0.007,0.009,20.982,20.016,19.688,19.67,19.558,0.077,0.017,0.017,0.022,0.062,-1.0E-4,4.0E-5,0,0.0,0.0,,,,3,"SDSS J011915.87+271010.2","7680-58131-0058 ",55100.4445,"STAR  ","F3/F5V      "
1237666214612435772,19.811509,27.190023,1,3,1,0.057,0.049,23.623,22.276,20.654,19.556,19.129,0.916,0.142,0.053,0.031,0.078,-1.0E-5,3.0E-5,0,0.0,0.0,0.5658,0.038,0.5673,3,"SDSS J011914.76+271124.0","6261-56219-0579 ",53263.3901,"STAR  ","A4V         "
1237666089520333097,19.981952,27.261031,1,6,1,0.018,0.018,21.975,20.968,20.587,20.469,20.607,0.151,0.033,0.029,0.035,0.126,-4.8E-4,5.0E-5,0,-9.76,-0.11,,,,3,"SDSS J011955.66+271539.7","7682-57415-0664 ",53243.4176,"STAR  ","F0IV        "
1237666214612500565,19.824077,27.311528,1,6,0,0.049,0.059,25.421,22.175,21.814,21.287,20.703,0.523,0.077,0.08,0.075,0.158,1.5E-4,1.5E-4,0,,,,,,3,"SDSS J011917.77+271841.5","7680-58131-0021 ",53263.3905,"STAR  ","B8IV        "
1237666089520398969,19.88121,27.415643,1,3,1,0.043,0.037,24.099,22.237,20.446,19.607,19.066,1.255,0.15,0.043,0.03,0.064,9.0E-5,1.0E-4,0,-8.72,-17.06,0.4621,0.0234,0.4628,3,"SDSS J011931.49+272456.3","6261-56219-0565 ",53243.4181,"STAR  ","B9III       "
1237666089520398616,19.986984,27.46791,1,6,1,0.009,0.009,21.191,20.176,19.751,19.595,19.527,0.079,0.018,0.016,0.018,0.054,3.5E-4,5.0E-5,0,7.81,-3.9,,,,3,"SDSS J011956.87+272804.4","7683-58133-0484 ",53243.4181,"STAR  ","F3/F5V      "
1237666089520398730,19.966294,27.499524,1,6,1,0.027,0.025,22.904,21.33,21.078,20.788,20.575,0.316,0.042,0.042,0.045,0.132,-7.4E-4,9.0E-5,0,0.0,0.0,,,,3,"SDSS J011951.91+272958.2","6261-56219-0566 ",53243.4181,"STAR  ","F2V         "
1237666088983593300,20.504419,27.51887,1,6,1,0.07,0.068,24.484,23.721,21.92,20.216,19.148,0.669,0.308,0.094,0.032,0.046,3.0E-5,7.0E-5,0,,,,,,3,"SDSS J012201.06+273107.9","7683-58133-0467 ",53243.4185,"STAR  ","M6III       "
1237666088983593724,20.45114,27.603533,1,6,1,0.094,0.071,23.607,23.822,22.37,20.875,19.994,0.468,0.323,0.125,0.05,0.086,5.3E-4,1.3E-4,0,,,,,,3,"SDSS J012148.27+273612.7","7683-58133-0469 ",53243.4185,"STAR  ","M5III       "
1237666088983659221,20.537914,27.703263,1,6,1,0.032,0.023,24.601,22.489,20.911,20.2,19.545,0.694,0.113,0.038,0.03,0.06,-2.6E-4,7.0E-5,0,0.0,0.0,,,,3,"SDSS J012209.09+274211.7","7683-58133-0439 ",53243.4189,"STAR  ","M1          "
1237666088983593113,20.355088,27.596937,1,6,1,0.001,0.001,17.547,16.554,16.188,16.058,15.99,0.009,0.004,0.004,0.004,0.006,-0.00104,1.0E-5,0,4.39,-19.11,,,,3,"SDSS J012125.22+273548.9","6261-56219-0658 ",53243.4185,"STAR  ","F3/F5V      "
1237666089520464346,20.074277,27.62178,1,6,1,0.041,0.036,21.994,21.627,21.609,21.763,21.374,0.152,0.052,0.062,0.102,0.243,0.00315,1.8E-4,0,0.0,0.0,,,,3,"SDSS J012017.82+273718.4","7683-58133-0486 ",53243.4185,"STAR  ","WDmagnetic  "
1237666214075826865,20.141711,27.706491,1,6,0,0.025,0.029,24.667,21.679,20.869,20.76,20.422,0.732,0.05,0.038,0.049,0.124,-4.4E-4,5.0E-5,0,0.0,0.0,,,,3,"SDSS J012034.01+274223.3","6262-56267-0209 ",53263.3917,"STAR  ","G1V         "
1237666088983593143,20.390832,27.639239,1,6,1,0.002,0.002,17.963,17.013,16.641,16.487,16.425,0.011,0.004,0.004,0.004,0.007,-5.0E-4,1.0E-5,0,16.56,-13.45,,,,3,"SDSS J012133.79+273821.2","6261-56219-0656 ",53243.4185,"STAR  ","F3/F5V      "
1237666088983724102,20.467532,27.813607,1,6,1,0.007,0.006,18.912,18.819,19.141,19.434,19.715,0.018,0.008,0.011,0.016,0.065,7.0E-5,3.0E-5,0,23.04,-17.96,,,,3,"SDSS J012152.20+274848.9","6261-56219-0684 ",53243.4193,"STAR  ","WDcooler    "
1237666088983724684,20.480037,27.860838,1,6,1,0.04,0.039,24.452,21.904,21.54,21.415,20.968,0.661,0.066,0.059,0.075,0.185,-7.0E-4,1.5E-4,4,0.0,0.0,,,,3,"SDSS J012155.20+275139.0","6261-56219-0672 ",53243.4193,"STAR  ","F8V         "
1237678791352320635,21.109537,27.341353,1,6,1,0.124,0.157,22.957,23.855,22.253,21.079,19.919,0.499,0.472,0.194,0.099,0.135,-2.2E-4,1.7E-4,0,,,,,,3,"SDSS J012426.28+272028.8","7683-58133-0333 ",54764.3837,"STAR  ","M5III       "
1237678791352320618,21.10734,27.407215,1,6,1,0.174,0.129,24.262,23.339,22.148,20.7,19.911,1.131,0.309,0.179,0.073,0.141,-1.2E-4,1.0E-4,0,,,,,,3,"SDSS J012425.76+272425.9","7683-58133-0343 ",54764.3837,"STAR  ","M5III       "
1237680076079301684,20.986812,27.511101,1,6,0,0.09,0.074,23.921,25.248,23.511,21.647,19.57,0.793,0.468,0.364,0.118,0.068,-2.0E-5,4.0E-5,0,,,,,,3,"SDSS J012356.83+273039.9","7683-58133-0345 ",55100.4474,"STAR  ","Ldwarf      "
1237680076079366450,21.303256,27.501456,1,6,1,0.007,0.006,20.906,19.663,19.059,18.821,18.688,0.079,0.013,0.011,0.013,0.033,-1.9E-4,2.0E-5,0,7.53,2.0,,,,3,"SDSS J012512.78+273005.2","7683-58133-0268 ",55100.4479,"STAR  ","G1V         "
1237680076079366417,21.271226,27.555673,1,6,1,0.01,0.008,21.279,20.028,19.442,19.193,19.033,0.105,0.016,0.014,0.017,0.045,-2.1E-4,2.0E-5,0,11.22,-7.12,,,,3,"SDSS J012505.09+273320.4","7683-58133-0308 ",55100.4479,"STAR  ","G4V         "
1237680076079367125,21.250361,27.585772,1,6,0,0.086,0.077,23.604,25.215,23.094,21.048,19.5,0.601,0.464,0.26,0.069,0.065,9.0E-5,4.0E-5,0,,,,,,3,"SDSS J012500.08+273508.7","7683-58133-0309 ",55100.4479,"STAR  ","M6III       "
1237679564985008463,21.305926,27.700543,1,6,1,0.048,0.053,21.802,20.926,20.792,20.802,20.948,0.326,0.045,0.059,0.083,0.283,-7.0E-5,1.1E-4,0,-3.36,-5.11,,,,3,"SDSS J012513.42+274201.9","6261-56219-0801 ",54860.1815,"STAR  ","CV          "
1237679564984943032,21.215816,27.717868,1,6,1,0.042,0.045,21.628,20.848,20.595,20.583,20.206,0.256,0.04,0.049,0.065,0.152,-3.4E-4,1.2E-4,0,-4.0,20.1,,,,3,"SDSS J012451.79+274304.3","6261-56219-0810 ",54860.181,"STAR  ","A4V         "
1237680076079235381,20.914262,27.606426,1,6,1,0.011,0.009,20.82,19.64,19.557,19.62,19.495,0.073,0.013,0.015,0.023,0.066,-2.7E-4,2.0E-5,0,1.5,-0.67,,,,3,"SDSS J012339.42+273623.1","6261-56219-0722 ",55100.447,"STAR  ","A4V         "
1237679564984877071,20.965067,27.688689,1,6,1,0.046,0.05,23.983,21.308,20.738,20.782,20.391,1.737,0.059,0.056,0.073,0.17,-6.5E-4,9.0E-5,4,0.0,0.0,,,,3,"SDSS J012351.61+274119.2","6261-56219-0772 ",54860.1806,"STAR  ","F3/F5V      "
1237679564984877284,20.98753,27.742102,1,6,1,0.045,0.041,23.924,21.064,20.551,20.243,20.054,1.682,0.05,0.048,0.047,0.131,-1.8E-4,6.0E-5,0,10.7,1.25,,,,3,"SDSS J012357.00+274431.5","6261-56219-0767 ",54860.1806,"STAR  ","G4V         "
1237680331111399727,21.018359,27.78727,1,6,1,0.025,0.025,23.432,21.323,20.738,20.688,20.624,0.53,0.04,0.041,0.046,0.16,-6.0E-4,8.0E-5,0,,,,,,3,"SDSS J012404.40+274714.1","6261-56219-0770 ",55122.2979,"STAR  ","F3/F5V      "
1237680331111333964,20.948097,27.808138,1,6,1,0.019,0.021,24.635,20.563,20.073,20.023,22.827,1.041,0.028,0.027,0.033,0.695,2.0E-5,3.0E-5,0,,,,,,3,"SDSS J012347.54+274829.2","6261-56219-0762 ",55122.2975,"STAR  ","F8V         "
1237680331111465116,21.315367,27.773838,1,6,0,0.403,0.402,24.635,21.542,21.615,19.635,22.827,1.333,0.086,0.149,0.07,1.137,7.0E-5,2.0E-5,0,,,,,,3,"SDSS J012515.68+274625.8","7683-58133-0314 ",55122.2983,"STAR  ","K1IVa       "
1237680331111465599,21.335171,27.817753,1,6,1,0.009,0.01,21.53,20.451,19.915,19.674,19.614,0.112,0.022,0.019,0.021,0.072,-9.7E-4,6.0E-5,0,,,,,,3,"SDSS J012520.44+274903.9","7683-58133-0275 ",55122.2983,"STAR  ","F8V         "
1237680331111530562,21.392987,27.852737,1,6,1,0.053,0.066,24.635,21.964,21.284,20.303,22.827,1.025,0.086,0.066,0.041,0.796,-9.0E-5,6.0E-5,0,,,,,,3,"SDSS J012534.31+275109.8","6261-56219-0839 ",55122.2987,"STAR  ","G4V         "
1237680283848933539,21.648989,27.92536,1,3,1,0.013,0.004,20.955,18.217,16.824,16.18,15.718,0.162,0.007,0.004,0.004,0.007,1.7E-4,1.0E-5,0,10.45,3.61,0.1566,0.017,0.1599,3,"SDSS J012635.75+275531.2","6261-56219-0876 ",55120.4483,"STAR  ","K5          "
1237680283848933661,21.662868,28.017479,1,6,1,0.034,0.037,21.096,20.497,20.556,20.205,19.785,0.146,0.03,0.045,0.045,0.117,-3.3E-4,1.2E-4,0,0.0,0.0,,,,3,"SDSS J012639.08+280102.9","6261-56219-0862 ",55120.4483,"STAR  ","WDhotter    "
1237680331111465568,21.28802,27.836424,1,6,1,0.019,0.023,21.387,21.033,20.851,20.829,20.585,0.103,0.034,0.038,0.053,0.17,3.6E-4,1.5E-4,0,,,,,,3,"SDSS J012509.12+275011.1","6261-56219-0837 ",55122.2983,"STAR  ","WDcooler    "
1237680331111465090,21.317119,27.859495,1,6,1,0.033,0.039,25.411,22.131,21.556,21.404,21.076,0.631,0.08,0.067,0.086,0.256,-0.00105,1.4E-4,4,,,,,,3,"SDSS J012516.10+275134.1","7683-58133-0318 ",55122.2983,"STAR  ","G0          "
1237680331111465608,21.360489,27.92513,1,6,1,0.009,0.01,20.297,19.968,20.004,20.041,20.148,0.047,0.016,0.02,0.028,0.111,6.0E-5,9.0E-5,0,,,,,,3,"SDSS J012526.51+275530.4","7683-58133-0279 ",55122.2983,"STAR  ","WDcooler    "
1237680283848868000,21.399179,28.030684,1,6,1,0.014,0.014,20.801,19.59,19.457,19.379,19.541,0.107,0.015,0.019,0.022,0.091,-3.2E-4,3.0E-5,0,2.28,9.17,,,,3,"SDSS J012535.80+280150.4","7683-58133-0723 ",55120.4478,"STAR  ","A8V         "
1237680283848868223,21.398312,28.061811,1,6,1,0.056,0.06,26.088,22.179,21.242,20.978,21.179,0.782,0.113,0.078,0.082,0.373,-2.9E-4,9.0E-5,4,,,,,,3,"SDSS J012535.59+280342.5","6261-56219-0836 ",55120.4478,"STAR  ","K3V         "
1237666213539021062,20.635799,27.827266,1,6,1,0.005,0.005,20.144,19.138,18.811,18.687,18.633,0.035,0.01,0.009,0.011,0.029,-2.7E-4,1.0E-5,0,-1.21,4.54,,,,3,"SDSS J012232.59+274938.1","6261-56219-0681 ",53263.3921,"STAR  ","F3/F5V      "
1237666213539021283,20.700601,27.82836,1,6,1,0.03,0.028,21.974,21.414,21.106,21.059,20.823,0.132,0.042,0.044,0.061,0.17,-1.6E-4,1.7E-4,4,0.0,0.0,,,,3,"SDSS J012248.14+274942.0","7683-58133-0428 ",53263.3921,"STAR  ","A5II        "
1237680331111334520,20.952254,27.970792,1,6,1,0.036,0.044,23.548,21.619,21.14,20.67,20.413,0.568,0.052,0.056,0.049,0.138,-8.9E-4,6.0E-5,0,,,,,,3,"SDSS J012348.54+275814.8","6262-56267-0087 ",55122.2975,"STAR  ","G8V         "
1237666213539087226,20.809092,27.902764,1,6,1,0.046,0.047,24.472,23.485,21.517,19.771,18.764,0.681,0.243,0.064,0.023,0.035,-1.1E-4,7.0E-5,0,0.0,0.0,,,,3,"SDSS J012314.18+275409.9","7683-58133-0398 ",53263.3926,"STAR  ","M5III       "
1237680283848671872,20.897771,28.022098,1,3,1,0.13,0.148,23.416,21.668,19.998,19.043,18.103,2.847,0.219,0.08,0.05,0.079,-5.0E-5,6.0E-5,0,0.0,0.0,0.5122,0.0414,0.5211,3,"SDSS J012335.46+280119.5","6262-56267-0086 ",55120.4466,"STAR  ","M5III       "
1237666088983790456,20.483105,28.013749,1,6,1,0.053,0.053,25.081,23.425,21.86,20.761,20.019,0.618,0.24,0.078,0.046,0.087,-1.4E-4,6.0E-5,0,,,,,,3,"SDSS J012155.94+280049.4","7683-58133-0580 ",53243.4197,"STAR  ","M4.5:III    "
1237666213539151890,20.780989,28.04681,1,6,1,0.029,0.022,24.635,23.081,20.884,20.334,22.827,0.769,0.208,0.043,0.038,0.604,6.0E-5,4.0E-5,0,0.0,0.0,,,,3,"SDSS J012307.43+280248.5","7683-58133-0615 ",53263.393,"STAR  ","F3/F5V      "
1237666213539152672,20.823851,28.128983,1,6,1,0.034,0.032,24.025,22.639,21.154,19.795,19.027,0.544,0.116,0.047,0.023,0.042,-1.1E-4,4.0E-5,0,0.0,0.0,,,,3,"SDSS J012317.72+280744.3","7683-58133-0602 ",53263.393,"STAR  ","M4.5:III    "
1237666088983855653,20.631029,28.093849,1,3,1,0.052,0.034,24.447,21.451,19.897,18.759,18.149,1.537,0.101,0.034,0.02,0.039,1.2E-4,4.0E-5,0,2.64,-7.46,0.5736,0.0248,0.5667,3,"SDSS J012231.44+280537.8","6261-56219-0711 ",53243.4201,"STAR  ","M4.5:III    "
1237666213539151950,20.697167,28.107127,1,6,1,0.003,0.003,19.404,18.373,17.996,17.827,17.764,0.023,0.007,0.006,0.007,0.016,1.9E-4,1.0E-5,0,15.86,-2.98,,,,3,"SDSS J012247.31+280625.6","6261-56219-0710 ",53263.393,"STAR  ","F3/F5V      "
1237680283848736990,21.167967,28.085363,1,6,1,0.01,0.01,20.559,19.51,19.094,18.969,18.866,0.089,0.015,0.014,0.017,0.05,-3.7E-4,2.0E-5,0,-3.88,2.0,,,,3,"SDSS J012440.31+280507.3","7683-58133-0689 ",55120.447,"STAR  ","F3/F5V      "
1237680283848737269,21.157163,28.115361,1,6,1,0.027,0.031,22.862,20.815,20.484,20.374,20.289,0.659,0.04,0.041,0.054,0.179,-8.8E-4,6.0E-5,0,-9.93,-0.75,,,,3,"SDSS J012437.71+280655.3","6262-56267-0052 ",55120.447,"STAR  ","F0III       "
1237680283848737306,21.19959,28.156945,1,3,1,0.128,0.117,23.789,24.667,22.039,20.867,19.956,1.283,0.823,0.162,0.082,0.131,-5.3E-4,3.5E-4,4,,,0.7752,0.0507,0.5846,3,"SDSS J012447.90+280925.0","7683-58133-0725 ",55120.447,"STAR  ","M6III       "
1237680331648271157,21.206644,28.176872,1,6,1,0.035,0.033,24.212,21.766,21.575,21.458,20.92,0.816,0.057,0.07,0.086,0.188,-0.00109,1.2E-4,4,,,,,,3,"SDSS J012449.59+281036.7","6262-56267-0049 ",55122.2979,"STAR  ","sdF3        "
1237680283848671494,21.01871,28.07062,1,6,1,0.003,0.003,18.728,17.693,17.341,17.176,17.101,0.024,0.005,0.005,0.006,0.013,-1.9E-4,1.0E-5,0,5.74,-6.99,,,,3,"SDSS J012404.49+280414.2","7683-58133-0696 ",55120.4466,"STAR  ","F3/F5V      "
1237680283848671927,20.977342,28.123498,1,3,1,0.163,0.111,24.176,23.076,21.785,20.525,19.817,1.748,0.299,0.147,0.072,0.133,-1.2E-4,2.0E-4,0,,,0.6371,0.0733,0.6635,3,"SDSS J012354.56+280724.5","7683-58133-0647 ",55120.4466,"STAR  ","M5III       "
1237680331648336155,21.38507,28.265974,1,6,1,0.003,0.003,19.929,18.901,18.503,18.321,18.244,0.037,0.009,0.009,0.01,0.023,3.0E-5,2.0E-5,0,,,,,,3,"SDSS J012532.41+281557.5","6261-56219-0824 ",55122.2983,"STAR  ","F3/F5V      "
1237680331648270449,21.239723,28.322919,1,6,0,0.403,0.401,24.635,21.544,24.802,19.504,22.827,1.42,0.112,1.33,0.072,1.043,1.2E-4,1.0E-5,0,,,,,,3,"SDSS J012457.53+281922.5","7683-58133-0737 ",55122.2979,"STAR  ","G9Ib        "
1237680283848671399,20.920521,28.142187,1,6,1,0.002,0.002,20.457,17.782,16.691,16.287,16.052,0.085,0.006,0.004,0.004,0.007,1.0E-5,1.0E-5,0,1.16,-11.91,,,,3,"SDSS J012340.92+280831.8","6261-56219-0744 ",55120.4466,"STAR  ","K5Ve        "
1237680331648205311,20.961322,28.322833,1,6,1,0.043,0.039,23.271,21.735,21.353,21.197,20.956,0.485,0.054,0.063,0.072,0.199,-5.3E-4,2.5E-4,4,,,,,,3,"SDSS J012350.71+281922.2","7683-58133-0651 ",55122.2975,"STAR  ","A9V         "
1237680284385607937,21.189439,28.491854,1,6,1,0.002,0.002,21.253,18.205,16.775,16.11,15.729,0.161,0.007,0.004,0.004,0.006,-4.0E-5,1.0E-5,0,-8.9,-6.2,,,,3,"SDSS J012445.46+282930.6","6261-56219-0783 ",55120.447,"STAR  ","K5          "
1237680076079890453,22.487511,27.360385,1,3,1,0.038,0.036,24.156,21.923,20.786,19.382,18.931,1.522,0.101,0.062,0.03,0.07,2.0E-5,8.0E-5,0,0.0,0.0,0.6236,0.098,0.638,3,"SDSS J012957.00+272137.3","6261-56219-0991 ",55100.4512,"STAR  ","M4.5:III    "
1237680076079890896,22.509992,27.399151,1,3,1,0.049,0.077,24.775,22.974,21.089,20.016,19.319,1.098,0.175,0.058,0.037,0.069,3.0E-5,6.0E-5,0,,,0.559,0.0368,0.555,3,"SDSS J013002.39+272356.9","6264-56223-0615 ",55100.4512,"STAR  ","M4.5:III    "
1237680076079890973,22.545207,27.428202,1,3,1,0.038,0.027,25.024,21.873,20.469,19.518,18.968,1.244,0.081,0.04,0.028,0.061,-2.6E-4,4.0E-5,0,8.9,6.23,0.5303,0.0468,0.5342,3,"SDSS J013010.84+272541.5","6264-56223-0619 ",55100.4512,"STAR  ","M3III       "
1237679564985401822,22.437969,27.503211,1,6,1,0.028,0.034,22.958,22.123,20.548,19.246,18.543,0.778,0.128,0.042,0.02,0.034,9.0E-5,3.0E-5,0,0.0,0.0,,,,3,"SDSS J012945.11+273011.5","7683-58133-0066 ",54860.1839,"STAR  ","M4.5:III    "
1237679564985401995,22.433745,27.527826,1,6,1,0.125,0.129,27.003,22.859,22.152,22.097,21.435,0.394,0.241,0.169,0.228,0.39,-8.1E-4,1.03562,4,,,,,,3,"SDSS J012944.09+273140.1","6261-56219-0994 ",54860.1839,"STAR  ","CV          "
