objID,RA_ICRS,DE_ICRS,mode,class,clean,e_RA_ICRS,e_DE_ICRS,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,zsp,e_zsp,f_zsp,pmRA,pmDE,zph,e_zph,<zph>,Q,SDSS16,Sp-ID,MJD,spCl,subCl
1237680250023706642,29.268433,26.964285,1,6,1,0.026,0.025,21.193,20.549,20.747,20.844,22.157,0.115,0.026,0.043,0.07,0.639,1.6E-4,1.1E-4,0,0.0,0.0,,,,3,"SDSS J015704.42+265751.4","6268-56245-0058 ",55119.4187,"STAR  ","WDhotter    "
1237680250023772585,29.541901,26.986901,1,6,1,0.021,0.022,22.038,21.072,20.579,20.391,20.247,0.213,0.036,0.036,0.047,0.146,-4.4E-4,6.0E-5,0,0.0,0.0,,,,3,"SDSS J015810.05+265912.8","7691-57360-0306 ",55119.4192,"STAR  ","F3/F5V      "
1237680250023772774,29.525069,27.012068,1,6,1,0.028,0.033,25.413,22.222,20.787,19.985,19.477,0.881,0.094,0.045,0.036,0.082,-1.5E-4,5.0E-5,0,0.0,0.0,,,,3,"SDSS J015806.01+270043.4","7691-57360-0311 ",55119.4192,"STAR  ","K5          "
1237680250023773123,29.600333,27.030091,1,3,0,0.125,0.148,25.221,22.57,21.769,20.549,19.673,1.542,0.189,0.174,0.094,0.153,-2.0E-4,1.6E-4,0,,,0.708,0.1294,0.6423,3,"SDSS J015824.07+270148.3","7691-57360-0269 ",55119.4192,"STAR  ","M4.5:III    "
1237680284388884683,29.539479,27.094322,1,6,1,0.003,0.003,18.64,17.637,17.329,17.2,17.149,0.024,0.005,0.005,0.006,0.014,-2.7E-4,1.0E-5,0,10.74,-9.71,,,,3,"SDSS J015809.47+270539.5","10000-58462-0318",55120.4678,"STAR  ","F0IV        "
1237680284388885385,29.562639,27.096315,1,6,0,0.095,0.099,25.521,23.83,23.014,21.309,19.933,1.294,0.45,0.356,0.107,0.135,0.0,4.0E-5,0,,,,,,3,"SDSS J015815.03+270546.7","7691-57360-0315 ",55120.4678,"STAR  ","M6III       "
1237680284388885125,29.581149,27.119532,1,6,1,0.04,0.034,23.05,22.152,20.703,20.053,19.689,0.823,0.118,0.052,0.04,0.119,-9.0E-5,4.0E-5,0,0.0,0.0,,,,3,"SDSS J015819.47+270710.3","7691-57360-0314 ",55120.4678,"STAR  ","K5          "
1237680284388884948,29.471852,27.112738,1,6,1,0.019,0.021,21.763,20.32,20.016,19.899,19.749,0.258,0.026,0.029,0.034,0.116,3.2E-4,5.0E-5,0,8.56,3.0,,,,3,"SDSS J015753.24+270645.8","5697-55944-0824 ",55120.4678,"STAR  ","A2II        "
1237680250024100435,30.284633,26.748387,1,6,1,0.071,0.061,23.877,22.158,21.962,21.66,23.59,0.808,0.079,0.117,0.14,0.523,-4.0E-4,9.0E-5,4,,,,,,3,"SDSS J020108.31+264454.1","7691-57360-0142 ",55119.4212,"STAR  ","G8V         "
1237680250024035044,30.2043,26.79995,1,6,1,0.047,0.051,22.364,21.394,21.427,21.386,21.103,0.282,0.044,0.076,0.113,0.273,-5.0E-4,3.2E-4,0,0.0,0.0,,,,3,"SDSS J020049.03+264759.8","6270-56273-0250 ",55119.4208,"STAR  ","WDhotter    "
1237680250024034516,30.126647,26.810365,1,6,1,0.005,0.005,19.882,18.927,18.55,18.386,18.301,0.042,0.009,0.009,0.011,0.026,-7.9E-4,2.0E-5,0,7.17,-4.7,,,,3,"SDSS J020030.39+264837.3","5697-55944-0948 ",55119.4208,"STAR  ","F3/F5V      "
1237680250024099938,30.352553,26.862959,1,3,1,0.073,0.072,24.635,22.192,21.09,19.803,19.83,1.266,0.109,0.072,0.036,0.122,-7.0E-5,5.0E-5,0,0.0,0.0,0.5796,0.105,0.5798,3,"SDSS J020124.61+265146.6","5698-55947-0553 ",55119.4212,"STAR  ","M5III       "
1237680250024100073,30.329981,26.888708,1,6,1,0.005,0.005,19.758,18.83,18.487,18.35,18.276,0.038,0.009,0.009,0.011,0.026,-0.00109,2.0E-5,0,1.99,0.96,,,,3,"SDSS J020119.19+265319.3","6270-56273-0248 ",55119.4212,"STAR  ","F3/F5V      "
1237680284389212399,30.37698,26.972134,1,6,1,0.011,0.012,22.928,20.604,19.188,18.673,18.315,0.649,0.035,0.016,0.014,0.034,-2.8E-4,1.0E-5,0,-5.35,-3.03,,,,3,"SDSS J020130.47+265819.6","10000-58462-0155",55120.4698,"STAR  ","K5          "
1237680284389212358,30.405214,27.088263,1,6,1,0.052,0.047,23.467,22.565,20.864,20.126,19.533,1.048,0.191,0.063,0.048,0.099,-5.3E-4,3.0E-5,0,0.0,0.0,,,,3,"SDSS J020137.25+270517.7","10000-58462-0156",55120.4698,"STAR  ","M1          "
1237680250023969507,30.067021,26.892643,1,6,1,0.031,0.028,25.752,21.534,20.804,20.631,20.316,0.694,0.048,0.045,0.057,0.142,-1.0E-4,5.0E-5,0,0.0,0.0,,,,3,"SDSS J020016.08+265333.5","5697-55944-0942 ",55119.4204,"STAR  ","K3V         "
1237680250024034881,30.151972,26.885411,1,3,1,0.078,0.105,23.644,22.825,21.636,20.329,19.301,1.082,0.197,0.13,0.065,0.086,3.0E-5,7.0E-5,0,,,,,0.6616,3,"SDSS J020036.47+265307.4","7691-57040-0185 ",55119.4208,"STAR  ","M5III       "
1237680250024034580,30.213883,26.927014,1,6,1,0.004,0.004,19.661,18.672,18.327,18.182,18.157,0.035,0.008,0.008,0.01,0.024,-9.8E-4,2.0E-5,0,-0.69,0.95,,,,3,"SDSS J020051.33+265537.2","6270-56273-0247 ",55119.4208,"STAR  ","F3/F5V      "
1237680284389146676,30.127076,26.959942,1,6,1,0.013,0.013,23.659,20.182,19.432,19.215,19.076,1.277,0.026,0.019,0.022,0.059,-2.0E-4,1.0E-5,0,0.0,0.0,,,,3,"SDSS J020030.49+265735.7","5697-55944-0947 ",55120.4694,"STAR  ","K0IV        "
1237680284389081364,30.04913,26.993959,1,6,1,0.035,0.039,22.977,21.27,20.943,20.815,21.258,0.806,0.054,0.059,0.083,0.391,-2.9E-4,7.0E-5,0,0.0,0.0,,,,3,"SDSS J020011.79+265938.2","7691-57360-0191 ",55120.469,"STAR  ","F3/F5V      "
1237680284389212570,30.32801,27.036799,1,6,1,0.065,0.065,26.48,22.078,21.253,21.105,20.777,0.551,0.12,0.085,0.11,0.286,-7.0E-5,1.7E-4,4,,,,,,3,"SDSS J020118.72+270212.4","6270-56273-0256 ",55120.4698,"STAR  ","K5Ve        "
1237680250560905501,30.280499,27.231434,1,6,1,0.002,0.002,20.754,18.053,16.904,16.479,16.227,0.071,0.006,0.005,0.005,0.008,-4.0E-5,1.0E-5,0,4.5,-4.14,,,,3,"SDSS J020107.31+271353.1","6270-56273-0264 ",55119.4208,"STAR  ","K5Ve        "
1237680284389278370,30.578009,26.990358,1,3,1,0.158,0.151,25.382,23.746,21.378,20.263,19.568,1.56,0.59,0.117,0.063,0.136,-9.0E-5,7.0E-5,0,,,0.5595,0.0375,0.5763,3,"SDSS J020218.72+265925.2","7659-57060-0533 ",55120.4702,"STAR  ","M5III       "
1237680284389278347,30.568772,27.044092,1,6,1,0.163,0.12,23.528,24.466,22.141,21.091,19.921,1.141,0.846,0.201,0.111,0.158,-6.0E-5,9.0E-5,0,,,,,,3,"SDSS J020216.50+270238.7","7659-57060-0537 ",55120.4702,"STAR  ","M5III       "
1237680284389343865,30.655863,27.045839,1,6,1,0.15,0.114,25.869,23.57,22.233,21.007,20.005,0.944,0.403,0.208,0.09,0.163,-1.4E-4,1.8E-4,0,,,,,,3,"SDSS J020237.40+270245.0","10000-57716-0068",55120.4707,"STAR  ","M5III       "
1237680250561036782,30.547166,27.112149,1,6,1,0.01,0.01,22.447,20.455,19.67,19.344,19.036,0.245,0.021,0.018,0.019,0.049,6.0E-5,2.0E-5,0,1.0,-2.97,,,,3,"SDSS J020211.31+270643.7","7691-58124-0108 ",55119.4217,"STAR  ","K3V         "
1237680250560970898,30.493064,27.118718,1,6,1,0.002,0.002,18.136,17.131,16.802,16.677,16.637,0.014,0.005,0.005,0.005,0.01,3.0E-4,1.0E-5,0,12.31,-4.81,,,,3,"SDSS J020158.33+270707.3","10000-58141-0117",55119.4212,"STAR  ","F3/F5V      "
1237680284926083302,30.374414,27.337698,1,3,1,0.013,0.017,22.818,20.206,18.751,18.002,17.609,0.672,0.028,0.013,0.01,0.024,5.0E-5,1.0E-5,0,20.14,-7.78,0.3177,0.063,0.2954,3,"SDSS J020129.85+272015.7","6270-56273-0226 ",55120.4698,"STAR  ","K5          "
1237680284926083137,30.396221,27.36442,1,6,1,0.038,0.043,21.475,20.752,20.735,20.791,20.71,0.181,0.041,0.054,0.081,0.275,2.0E-5,1.0E-4,0,0.0,0.0,,,,3,"SDSS J020135.09+272151.9","10000-58462-0899",55120.4698,"STAR  ","WDcooler    "
1237680284926083469,30.410263,27.403105,1,6,1,0.038,0.041,24.37,21.278,20.808,20.684,20.453,1.445,0.058,0.056,0.07,0.215,-8.0E-5,2.0E-4,4,0.0,0.0,,,,3,"SDSS J020138.46+272411.1","6270-56273-0230 ",55120.4698,"STAR  ","F2III       "
1237680284926148908,30.594074,27.352362,1,6,1,0.061,0.055,23.91,22.378,21.021,19.535,18.707,1.283,0.154,0.07,0.027,0.054,-4.0E-5,3.0E-5,0,5.9,-1.15,,,,3,"SDSS J020222.57+272108.5","10000-57716-0939",55120.4702,"STAR  ","M5III       "
1237680284926149078,30.606078,27.374037,1,6,1,0.068,0.062,22.287,21.254,21.136,21.283,21.243,0.361,0.058,0.078,0.12,0.493,-1.0E-5,1.3E-4,0,0.0,0.0,,,,3,"SDSS J020225.45+272226.5","6270-56273-0185 ",55120.4702,"STAR  ","WDcooler    "
1237680284926148639,30.560685,27.405169,1,6,1,0.034,0.038,24.921,21.2,20.708,20.522,20.437,1.385,0.058,0.052,0.06,0.234,-3.3E-4,6.0E-5,0,0.0,0.0,,,,3,"SDSS J020214.56+272418.6","6270-56273-0188 ",55120.4702,"STAR  ","F8V         "
1237680284926083513,30.443992,27.415694,1,6,1,0.038,0.046,25.694,22.017,20.636,19.253,18.511,1.026,0.114,0.052,0.022,0.044,-1.1E-4,3.0E-5,0,0.0,0.0,,,,3,"SDSS J020146.55+272456.4","7691-57040-0898 ",55120.4698,"STAR  ","M4.5:III    "
1237680251097907730,30.612654,27.571282,1,6,1,0.014,0.013,22.991,20.541,19.941,19.8,19.616,0.422,0.022,0.022,0.027,0.086,-2.1E-4,3.0E-5,0,-3.02,-2.81,,,,3,"SDSS J020227.03+273416.6","6270-56273-0192 ",55119.4217,"STAR  ","G8V         "
1237680284388950517,29.73094,27.227073,1,6,1,0.019,0.019,22.705,20.449,20.101,19.955,19.881,0.63,0.027,0.03,0.035,0.13,-4.4E-4,5.0E-5,0,8.7,-10.14,,,,3,"SDSS J015855.42+271337.4","6270-56273-0344 ",55120.4682,"STAR  ","F3/F5V      "
1237680284388885116,29.60821,27.242354,1,6,1,0.094,0.081,21.831,21.772,21.726,21.674,21.273,0.288,0.081,0.123,0.157,0.45,7.0E-4,4.7E-4,4,0.0,0.0,,,,3,"SDSS J015825.97+271432.4","6270-56273-0382 ",55120.4678,"STAR  ","CV          "
1237680250560643192,29.624699,27.302603,1,6,1,0.007,0.007,20.716,19.687,19.273,19.198,18.93,0.072,0.014,0.014,0.018,0.05,-3.7E-4,2.0E-5,0,3.94,-5.37,,,,3,"SDSS J015829.92+271809.3","7691-57040-0738 ",55119.4192,"STAR  ","F3/F5V      "
1237680250560643793,29.642008,27.341176,1,3,1,0.088,0.076,24.651,23.025,21.673,20.435,19.639,1.284,0.216,0.115,0.061,0.12,6.0E-5,7.0E-5,0,,,0.6694,0.0631,0.6515,3,"SDSS J015834.08+272028.2","10000-58141-0737",55119.4192,"STAR  ","M4.5:III    "
1237680250560774458,29.924497,27.361701,1,6,1,0.017,0.017,24.281,21.744,20.301,18.948,18.295,0.931,0.053,0.029,0.015,0.03,2.0E-5,2.0E-5,0,-6.81,-2.18,,,,3,"SDSS J015941.87+272142.1","10000-57716-0835",55119.42,"STAR  ","M4.5:III    "
1237680250560709494,29.876206,27.409109,1,6,1,0.019,0.019,24.631,21.049,20.346,20.026,20.187,0.993,0.032,0.03,0.034,0.147,-3.4E-4,6.0E-5,4,14.49,1.04,,,,3,"SDSS J015930.28+272432.7","6270-56273-0352 ",55119.4196,"STAR  ","G4V         "
1237680284925821631,29.853068,27.541012,1,6,1,0.022,0.025,21.786,20.829,20.37,20.21,20.269,0.244,0.035,0.035,0.043,0.197,-6.2E-4,4.0E-5,0,-5.0,-5.54,,,,3,"SDSS J015924.73+273227.6","10000-58462-0796",55120.4682,"STAR  ","F3/F5V      "
1237680250560839847,30.195962,27.36522,1,3,0,0.061,0.056,24.765,21.956,20.839,19.653,19.363,1.866,0.118,0.086,0.044,0.13,-1.7E-4,4.0E-5,0,0.0,0.0,0.6266,0.0661,0.6186,3,"SDSS J020047.03+272154.7","6270-56273-0267 ",55119.4204,"STAR  ","M1          "
1237680251097841926,30.564488,27.599669,1,6,1,0.002,0.002,20.426,17.873,16.836,16.433,16.212,0.057,0.006,0.005,0.005,0.008,8.0E-5,1.0E-5,0,5.37,-1.9,,,,3,"SDSS J020215.47+273558.8","6270-56273-0200 ",55119.4212,"STAR  ","K5Ve        "
1237680284925952363,30.051153,27.493862,1,6,1,0.037,0.036,24.723,22.454,20.94,20.135,19.487,1.674,0.135,0.055,0.043,0.089,-1.0E-5,5.0E-5,0,0.0,0.0,,,,3,"SDSS J020012.27+272937.9","10000-58141-0846",55120.469,"STAR  ","M1          "
1237680251097645493,30.027284,27.614114,1,6,1,0.022,0.022,21.906,20.793,20.479,20.21,19.787,0.19,0.026,0.035,0.037,0.11,-5.2E-4,7.0E-5,0,-8.16,-7.41,,,,3,"SDSS J020006.54+273650.8","6270-56273-0320 ",55119.42,"STAR  ","F3/F5V      "
1237680284925886491,29.930819,27.620576,1,6,0,0.093,0.107,23.618,21.927,21.656,22.123,20.819,1.25,0.096,0.12,0.275,0.362,-9.0E-5,6.0E-5,0,,,,,,3,"SDSS J015943.39+273714.0","10000-58141-0811",55120.4686,"STAR  ","G1V         "
1237680251097579672,29.925148,27.652857,1,6,0,0.01,0.01,21.096,19.885,19.649,19.456,19.349,0.097,0.014,0.018,0.021,0.074,-6.0E-5,3.0E-5,0,-1.91,4.53,,,,3,"SDSS J015942.03+273910.2","10000-57716-0829",55119.4196,"STAR  ","A2II        "
1237680251097645724,30.037869,27.751246,1,6,1,0.042,0.045,26.517,22.738,21.052,19.597,18.687,0.416,0.136,0.062,0.026,0.05,-1.8E-4,3.0E-5,0,0.0,0.0,,,,3,"SDSS J020009.08+274504.4","10000-57346-0804",55119.42,"STAR  ","M5III       "
1237680251097645911,30.088235,27.756225,1,6,1,0.029,0.026,25.647,21.559,20.859,20.627,20.733,0.734,0.045,0.047,0.051,0.245,-4.9E-4,9.0E-5,4,0.0,0.0,,,,3,"SDSS J020021.17+274522.4","6270-56273-0314 ",55119.42,"STAR  ","G0Va        "
1237680251097645174,30.130305,27.784368,1,6,0,0.405,0.402,24.635,19.177,24.802,15.887,22.827,6.665,0.069,5.603,0.025,4.803,-3.0E-5,1.0E-5,0,0.0,0.0,,,,3,"SDSS J020031.27+274703.7","10000-58462-0868",55119.42,"STAR  ","A9V         "
1237680249486704725,28.939926,26.73067,1,6,1,0.002,0.002,18.518,17.492,17.186,17.049,17.025,0.017,0.005,0.005,0.006,0.012,-8.6E-4,1.0E-5,0,-0.04,-5.48,,,,3,"SDSS J015545.58+264350.4","7691-58124-0420 ",55119.4179,"STAR  ","F0IV        "
1237680283851817002,28.993247,26.889015,1,6,1,0.139,0.135,25.39,22.177,22.506,19.697,19.74,1.191,0.122,0.236,0.03,0.108,-1.0E-4,4.0E-5,0,0.0,0.0,,,,3,"SDSS J015558.37+265320.4","6270-56273-0456 ",55120.4665,"STAR  ","M5III       "
1237680283851882942,29.078174,26.887483,1,6,1,0.013,0.014,21.337,20.134,19.725,19.49,19.351,0.158,0.023,0.021,0.025,0.078,-1.3E-4,3.0E-5,0,2.49,-6.35,,,,3,"SDSS J015618.76+265314.9","7691-57040-0392 ",55120.4669,"STAR  ","F3/F5V      "
1237680283851817062,28.91005,26.894586,1,6,1,0.006,0.006,19.824,18.649,18.397,18.313,18.273,0.049,0.009,0.009,0.011,0.031,-1.4E-4,2.0E-5,0,2.33,2.68,,,,3,"SDSS J015538.41+265340.5","7691-58124-0425 ",55120.4665,"STAR  ","A1III       "
1237680283851817390,28.915282,26.912673,1,6,1,0.021,0.022,24.999,20.772,20.018,19.754,19.588,1.449,0.038,0.029,0.031,0.092,-5.0E-4,2.0E-5,0,0.0,0.0,,,,3,"SDSS J015539.66+265445.6","6268-56245-0098 ",55120.4665,"STAR  ","G8V         "
1237680283851751910,28.861432,26.93674,1,6,1,0.059,0.057,24.8,22.376,21.13,19.88,19.279,1.577,0.144,0.073,0.034,0.073,1.1E-4,5.0E-5,0,0.0,0.0,,,,3,"SDSS J015526.74+265612.2","7691-57040-0430 ",55120.4661,"STAR  ","M4.5:III    "
1237680283851751943,28.68793,26.83827,1,6,1,0.109,0.103,23.448,24.535,22.32,21.015,19.904,0.962,0.677,0.193,0.089,0.123,-1.9E-4,8.0E-5,0,,,,,,3,"SDSS J015445.10+265017.7","7690-57046-0871 ",55120.4661,"STAR  ","M5III       "
1237680283851685961,28.642631,26.875245,1,6,0,0.073,0.067,24.393,24.379,22.647,20.095,18.225,1.502,0.608,0.249,0.042,0.031,5.0E-5,1.7E-4,0,,,,,,3,"SDSS J015434.23+265230.8","10000-57346-0468",55120.4657,"STAR  ","Ldwarf      "
1237680283851686178,28.564061,26.990999,1,6,1,0.01,0.009,21.54,19.971,19.348,19.09,18.993,0.203,0.019,0.016,0.019,0.058,-2.0E-4,2.0E-5,0,4.35,-6.52,,,,3,"SDSS J015415.37+265927.5","7691-57040-0488 ",55120.4657,"STAR  ","G4V         "
1237680250023445159,28.59735,27.055043,1,6,1,0.122,0.133,25.859,24.154,22.494,21.394,20.003,0.661,0.469,0.206,0.117,0.126,1.4E-4,2.1E-4,0,,,,,,3,"SDSS J015423.36+270318.1","7691-57360-0475 ",55119.4171,"STAR  ","M5III       "
1237680250023510272,28.87527,27.126104,1,6,1,0.006,0.006,20.133,19.15,18.794,18.642,18.597,0.048,0.01,0.011,0.012,0.037,-0.00143,2.0E-5,0,1.35,-0.26,,,,3,"SDSS J015530.06+270733.9","6268-56245-0106 ",55119.4175,"STAR  ","F3/F5V      "
1237680250023576292,29.086609,27.094343,1,6,1,0.03,0.028,24.964,21.526,21.015,20.926,20.818,1.042,0.051,0.05,0.068,0.242,-6.1E-4,7.0E-5,0,0.0,0.0,,,,3,"SDSS J015620.78+270539.6","5697-55944-0702 ",55119.4179,"STAR  ","G8V         "
1237680250560578171,29.470564,27.334396,1,6,1,0.014,0.014,24.42,20.967,20.224,20.035,19.869,0.998,0.033,0.026,0.033,0.108,-3.0E-5,4.0E-5,0,14.29,4.03,,,,3,"SDSS J015752.93+272003.8","6268-56245-0006 ",55119.4187,"STAR  ","K3V         "
1237680250560512315,29.324171,27.469127,1,6,1,0.006,0.006,20.459,19.468,19.09,18.967,18.897,0.059,0.012,0.012,0.015,0.048,-6.1E-4,2.0E-5,0,3.85,-3.33,,,,3,"SDSS J015717.80+272808.8","10000-57716-0675",55119.4183,"STAR  ","F3/F5V      "
1237680250560512420,29.21098,27.452009,1,6,1,0.015,0.015,21.553,20.481,20.174,20.071,19.895,0.134,0.023,0.025,0.032,0.113,-2.9E-4,3.0E-5,0,-3.48,4.62,,,,3,"SDSS J015650.63+272707.2","10000-57716-0676",55119.4183,"STAR  ","F3/F5V      "
1237680250560447003,29.060735,27.414075,1,6,1,0.027,0.028,24.073,22.965,21.008,19.975,19.328,0.898,0.161,0.05,0.03,0.071,1.7E-4,4.0E-5,0,0.0,0.0,,,,3,"SDSS J015614.57+272450.6","10000-57716-0634",55119.4179,"STAR  ","M4.5:III    "
1237680250560446961,29.042255,27.42701,1,6,1,0.026,0.025,23.602,21.225,20.924,20.823,20.776,0.699,0.039,0.047,0.061,0.253,-4.4E-4,1.0E-4,0,0.0,0.0,,,,3,"SDSS J015610.14+272537.2","6268-56245-0074 ",55119.4179,"STAR  ","F3/F5V      "
1237680283851620388,28.444761,27.021138,1,6,1,0.022,0.026,22.716,20.905,20.631,20.622,20.41,0.551,0.039,0.041,0.064,0.203,-3.5E-4,5.0E-5,0,-18.83,-30.23,,,,3,"SDSS J015346.74+270116.0","5697-55944-0588 ",55120.4653,"STAR  ","F3/F5V      "
1237680250023379618,28.559454,27.033065,1,6,1,0.028,0.028,22.669,21.219,20.642,20.544,20.66,0.337,0.043,0.042,0.058,0.217,0.0,1.1E-4,0,-5.38,-10.23,,,,3,"SDSS J015414.26+270159.0","7691-58124-0481 ",55119.4167,"STAR  ","F6V         "
1237680250023379202,28.576944,27.093622,1,6,1,0.008,0.008,21.128,19.769,19.203,18.977,18.978,0.099,0.015,0.014,0.015,0.048,-1.2E-4,2.0E-5,0,2.65,0.33,,,,3,"SDSS J015418.46+270537.0","7691-57040-0495 ",55119.4167,"STAR  ","G4V         "
1237680250023313564,28.376041,27.092807,1,6,1,0.002,0.002,18.334,17.358,17.032,16.899,16.848,0.016,0.005,0.005,0.005,0.01,-0.00107,1.0E-5,0,0.72,-7.34,,,,3,"SDSS J015330.24+270534.1","7691-57040-0496 ",55119.4163,"STAR  ","F0IV        "
1237680250023379479,28.511173,27.186232,1,6,1,0.029,0.034,23.233,22.379,20.961,20.214,19.745,0.556,0.106,0.052,0.04,0.093,6.0E-5,5.0E-5,0,0.0,0.0,,,,3,"SDSS J015402.68+271110.4","7689-57743-0007 ",55119.4167,"STAR  ","K5          "
1237680250023314237,28.443211,27.171551,1,6,1,0.03,0.029,23.183,21.223,20.755,20.551,20.523,0.524,0.041,0.044,0.052,0.178,-2.8E-4,8.0E-5,0,0.0,0.0,,,,3,"SDSS J015346.37+271017.5","7691-57360-0497 ",55119.4163,"STAR  ","F8V         "
1237680250023379580,28.57345,27.189116,1,6,1,0.022,0.021,25.128,21.109,20.458,20.205,19.933,0.946,0.038,0.034,0.039,0.109,-2.1E-4,3.0E-5,0,-18.56,2.72,,,,3,"SDSS J015417.62+271120.8","6268-56245-0145 ",55119.4167,"STAR  ","K0V         "
1237680284388623158,28.770841,27.249687,1,6,0,0.087,0.091,23.993,24.17,22.984,20.9,19.482,1.46,0.539,0.345,0.08,0.081,3.0E-5,4.0E-5,0,,,,,,3,"SDSS J015505.00+271458.8","10000-58141-0579",55120.4661,"STAR  ","M6III       "
1237680284388622362,28.818113,27.278768,1,6,0,0.074,0.074,23.442,22.756,20.961,19.797,19.942,1.511,0.177,0.06,0.032,0.121,8.0E-5,3.0E-5,0,-3.5,-2.43,,,,3,"SDSS J015516.34+271643.5","10000-57716-0597",55120.4661,"STAR  ","M4.5:III    "
1237680284388557384,28.721964,27.276513,1,6,1,0.023,0.03,22.708,21.662,20.453,19.86,19.728,0.564,0.071,0.039,0.035,0.108,9.0E-5,4.0E-5,0,0.0,0.0,,,,3,"SDSS J015453.27+271635.4","10000-58141-0578",55120.4657,"STAR  ","K5Ve        "
1237680284388491483,28.589341,27.283636,1,6,1,0.003,0.003,18.726,17.709,17.396,17.291,17.249,0.024,0.006,0.006,0.006,0.015,-6.7E-4,1.0E-5,0,1.13,-7.66,,,,3,"SDSS J015421.44+271701.0","7689-57743-0014 ",55120.4653,"STAR  ","F3/F5V      "
1237680284388426194,28.34039,27.290242,1,6,1,0.036,0.038,25.753,21.457,20.798,20.614,20.905,1.1,0.06,0.052,0.064,0.306,-3.6E-4,5.0E-5,0,0.0,0.0,,,,3,"SDSS J015321.69+271724.8","6268-56245-0190 ",55120.4648,"STAR  ","G8V         "
1237680284388426291,28.406519,27.329159,1,6,1,0.013,0.013,24.307,20.646,19.863,19.662,19.463,1.579,0.031,0.023,0.027,0.084,1.9E-4,2.0E-5,0,4.13,-2.8,,,,3,"SDSS J015337.56+271944.9","6268-56245-0188 ",55120.4648,"STAR  ","K0V         "
1237680250023248024,28.173504,27.258392,1,6,1,0.003,0.003,19.113,18.105,17.798,17.688,17.617,0.025,0.006,0.007,0.007,0.017,-0.00108,1.0E-5,0,0.72,-7.62,,,,3,"SDSS J015241.64+271530.2","10000-58141-0534",55119.4158,"STAR  ","F3/F5V      "
1237680250560250174,28.588645,27.506467,1,6,0,0.112,0.095,25.987,23.998,22.828,21.43,19.995,0.494,0.398,0.251,0.109,0.125,-2.3E-4,1.6E-4,0,,,,,,3,"SDSS J015421.27+273023.2","7689-57743-0019 ",55119.4167,"STAR  ","M5III       "
1237680284388425830,28.328481,27.46918,1,6,1,0.007,0.008,21.31,19.711,19.002,18.747,18.575,0.181,0.016,0.013,0.014,0.039,-1.3E-4,1.0E-5,0,-1.72,-4.59,,,,3,"SDSS J015318.83+272809.0","10000-58141-0510",55120.4648,"STAR  ","K0IV        "
1237680250560184451,28.401569,27.505276,1,6,1,0.009,0.009,21.206,19.993,19.419,19.204,18.999,0.103,0.017,0.016,0.018,0.049,-0.00115,4.0E-5,0,5.38,-8.17,,,,3,"SDSS J015336.37+273018.9","7691-57040-0514 ",55119.4163,"STAR  ","G0          "
1237680250560249992,28.663729,27.450349,1,6,0,0.031,0.035,25.559,24.432,21.11,20.329,20.576,0.661,0.501,0.063,0.048,0.211,4.0E-5,1.0E-5,0,,,,,,3,"SDSS J015439.29+272701.2","10000-58141-0524",55119.4167,"STAR  ","G9Ib        "
1237680250560315769,28.725055,27.503977,1,6,1,0.024,0.024,21.369,20.814,20.82,20.963,22.072,0.111,0.03,0.043,0.069,0.629,-1.9E-4,1.7E-4,0,0.0,0.0,,,,3,"SDSS J015454.01+273014.3","6270-56273-0498 ",55119.4171,"STAR  ","WDcooler    "
1237680250560381435,28.889716,27.541595,1,6,1,0.019,0.018,23.15,21.845,20.514,19.99,19.732,0.458,0.063,0.034,0.03,0.097,-1.9E-4,4.0E-5,0,0.0,0.0,,,,3,"SDSS J015533.53+273229.7","10000-57716-0592",55119.4175,"STAR  ","K5Ve        "
1237680250560381761,29.02852,27.473459,1,6,1,0.028,0.029,25.502,22.537,20.965,20.035,19.458,0.706,0.114,0.049,0.032,0.081,-3.3E-4,5.0E-5,0,0.0,0.0,,,,3,"SDSS J015606.84+272824.4","10000-58141-0608",55119.4175,"STAR  ","M1          "
1237680250560250111,28.544713,27.604579,1,6,1,0.005,0.005,19.893,19.01,18.676,18.569,18.488,0.039,0.009,0.01,0.012,0.034,-5.7E-4,2.0E-5,0,8.08,-8.36,,,,3,"SDSS J015410.73+273616.4","6268-56245-0157 ",55119.4167,"STAR  ","F0IV        "
1237680284925428239,28.814319,27.671605,1,6,1,0.022,0.024,23.82,21.539,20.479,20.061,19.762,1.16,0.059,0.037,0.039,0.11,6.0E-5,3.0E-5,0,0.0,0.0,,,,3,"SDSS J015515.43+274017.7","10000-58462-0588",55120.4657,"STAR  ","K5          "
1237680284925428306,28.860503,27.722481,1,6,1,0.053,0.057,24.064,21.447,21.246,21.536,20.987,1.42,0.06,0.08,0.152,0.358,-3.8E-4,1.2E-4,0,0.0,0.0,,,,3,"SDSS J015526.52+274320.9","6268-56245-0899 ",55120.4657,"STAR  ","B5V         "
1237680284925428250,28.83779,27.775032,1,6,1,0.123,0.11,23.011,23.636,22.145,20.955,19.861,0.662,0.374,0.167,0.088,0.131,-3.2E-4,5.0E-5,0,,,,,,3,"SDSS J015521.06+274630.1","10000-58462-0583",55120.4657,"STAR  ","M5III       "
